"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","mailingaddress","businessaddress","url"
"PAG","Penske Automotive Group, Inc.",43.09,"$3.66B",NA,"Consumer Durables","Automotive Aftermarket","NYSE","2555 TELEGRAPH RD,,BLOOMFIELD HILLS MI 48302-0954","2555 TELEGRAPH RD,,BLOOMFIELD HILLS MI 48302-0954,248-648-2500","https://www.sec.gov//Archives/edgar/data/1019849/000155837018000944/pag-20171231x10k.htm"
"PAGP","Plains Group Holdings, L.P.",23.53,"$3.72B",2013,"Energy","Natural Gas Distribution","NYSE","333 CLAY ST,SUITE 1600,,HOUSTON TX 77002","333 CLAY ST,SUITE 1600,,HOUSTON TX 77002,713-646-4100","https://www.sec.gov//Archives/edgar/data/1581990/000158199018000005/pagp201710-k.htm"
"PAH","Platform Specialty Products Corporation",11.08,"$3.19B",2014,"Basic Industries","Major Chemicals","NYSE","1450 CENTREPARK BOULEVARD,SUITE 210,,WEST PALM BEACH FL 33401","1450 CENTREPARK BOULEVARD,SUITE 210,,WEST PALM BEACH FL 33401,561-207-9600","https://www.sec.gov//Archives/edgar/data/1590714/000159071418000033/pah10-k20171231document.htm"
"PANW","Palo Alto Networks, Inc.",193.51,"$18.16B",2012,"Technology","Computer peripheral equipment","NYSE","3000 TANNERY WAY,,SANTA CLARA CA 95054","3000 TANNERY WAY,,SANTA CLARA CA 95054,408-753-4000","https://www.sec.gov//Archives/edgar/data/1327567/000132756718000024/panw-7312018x10k.htm"
"PAR","PAR Technology Corporation",21.1,"$341.51M",NA,"Miscellaneous","Office Equipment/Supplies/Services","NYSE","","PAR TECHNOLOGY PARK,8383 SENECA TURNPIKE,,NEW HARTFORD NY 13413,3157380600","https://www.sec.gov//Archives/edgar/data/708821/000070882118000010/par12311710-k.htm"
"PARR","Par Pacific Holdings, Inc.",18.54,"$850.63M",NA,"Energy","Oil & Gas Production","NYSE","825 TOWN & COUNTRY LANE,SUITE 1500,,HOUSTON TX 77024","825 TOWN & COUNTRY LANE,SUITE 1500,,HOUSTON TX 77024,(281) 899-4800","https://www.sec.gov//Archives/edgar/data/821483/000082148318000017/a2017123110-k20171231.htm"
"PAYC","Paycom Software, Inc.",130.92,"$7.68B",2014,"Technology","Computer Software: Prepackaged Software","NYSE","7501 W. MEMORIAL ROAD,,OKLAHOMA CITY OK 73142","7501 W. MEMORIAL ROAD,,OKLAHOMA CITY OK 73142,(405) 722-6900","https://www.sec.gov//Archives/edgar/data/1590955/000156459018002088/payc-10k_20171231.htm"
"PB","Prosperity Bancshares, Inc.",63.56,"$4.44B",NA,"Finance","Major Banks","NYSE","4295 SAN FELIPE,,HOUSTON TX 77027","4295 SAN FELIPE,N/A,,HOUSTON TX 77027,7136939300","https://www.sec.gov//Archives/edgar/data/1068851/000156459018003637/pb-10k_20171231.htm"
"PBF","PBF Energy Inc.",43.22,"$4.92B",2012,"Energy","Integrated oil Companies","NYSE","1 SYLVAN WAY,,PARSIPPANY NJ 07054","1 SYLVAN WAY,,PARSIPPANY NJ 07054,973-455-7500","https://www.sec.gov//Archives/edgar/data/1534504/000153450418000016/pbf-2017123110k.htm"
"PBFX","PBF Logistics LP",22.15,"$1B",2014,"Energy","Natural Gas Distribution","NYSE","ONE SYLVAN WAY, SECOND FLOOR,,PARSIPPANY NJ 07054","ONE SYLVAN WAY, SECOND FLOOR,,PARSIPPANY NJ 07054,973-455-7500","https://www.sec.gov//Archives/edgar/data/1582568/000158256818000015/pbflogistics201710-k.htm"
"PBH","Prestige Consumer Healthcare Inc.",37.57,"$1.94B",2005,"Health Care","Major Pharmaceuticals","NYSE","660 WHITE PLAINS RD.,,TARRYTOWN NY 10591","660 WHITE PLAINS RD.,,TARRYTOWN NY 10591,(914) 524-6800","https://www.sec.gov//Archives/edgar/data/1295947/000129594718000013/pbh10kmarch312018.htm"
"PBI","Pitney Bowes Inc.",6.97,"$1.31B",NA,"Miscellaneous","Office Equipment/Supplies/Services","NYSE","3001 SUMMER STREET,,STAMFORD CT 06926-0700","PITNEY BOWES INC,3001 SUMMER STREET,,STAMFORD CT 06926-0700,203-356-5000","https://www.sec.gov//Archives/edgar/data/78814/000007881418000004/pbi2017123110k.htm"
"PCG","Pacific Gas & Electric Co.",48.85,"$25.26B",NA,"Public Utilities","Power Generation","NYSE","77 BEALE STREET,P.O. BOX 770000,,SAN FRANCISCO CA 94177","77 BEALE STREET,P.O. BOX 770000,,SAN FRANCISCO CA 94177,4159731000","https://www.sec.gov//Archives/edgar/data/75488/000100498018000003/form10k.htm"
"PE","Parsley Energy, Inc.",28.09,"$8.9B",2014,"Energy","Oil & Gas Production","NYSE","303 COLORADO STREET,SUITE 3000,,AUSTIN TX 78701","303 COLORADO STREET,SUITE 3000,,AUSTIN TX 78701,(737) 704-2300","https://www.sec.gov//Archives/edgar/data/1594466/000159446618000019/parsleyenergy10-kx20171231.htm"
"PEB","Pebblebrook Hotel Trust",31.94,"$2.21B",2009,"Consumer Services","Real Estate Investment Trusts","NYSE","7315 WISCONSIN AVE,SUITE 1100 WEST,,BETHESDA MD 20814","7315 WISCONSIN AVE,SUITE 1100 WEST,,BETHESDA MD 20814,240-507-1300","https://www.sec.gov//Archives/edgar/data/1474098/000147409818000010/peb-20171231x10k.htm"
"PEG","Public Service Enterprise Group Incorporated",54.88,"$27.73B",NA,"Public Utilities","Power Generation","NYSE","CORPORATE ACCOUNTING SERVICES,80 PARK PLAZA, 9TH FLOOR,,NEWARK NJ 07102-4194","CORPORATE ACCOUNTING SERVICES,80 PARK PLAZA, 9TH FLOOR,,NEWARK NJ 07102-4194,973-430-7000","https://www.sec.gov//Archives/edgar/data/81033/000078878418000004/pseg201710kq4.htm"
"PEI","Pennsylvania Real Estate Investment Trust",9.12,"$642.53M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","THE BELLEVUE,200 S BROAD STREET,,PHILADELPHIA PA 19102","THE BELLEVUE,200 S BROAD STREET,,PHILADELPHIA PA 19102,2158750426","https://www.sec.gov//Archives/edgar/data/77281/000007728118000018/a2017q410-k.htm"
"PEN","Penumbra, Inc.",136.97,"$4.71B",2015,"Health Care","Medical/Dental Instruments","NYSE","ONE PENUMBRA PLACE,,ALAMEDA CA 94502","ONE PENUMBRA PLACE,,ALAMEDA CA 94502,(510) 995-2486","https://www.sec.gov//Archives/edgar/data/1321732/000132173218000038/pen-123117x10k.htm"
"PER","SandRidge Permian Trust",2.78,"$145.95M",2011,"Energy","Oil & Gas Production","NYSE","601 TRAVIS STREET,FLOOR 16,THE BANK OF NEW YORK MELLON TRUST CO. NA,,HOUSTON TX 77002","601 TRAVIS STREET,FLOOR 16,THE BANK OF NEW YORK MELLON TRUST CO. NA,,HOUSTON TX 77002,512 236 6555","https://www.sec.gov//Archives/edgar/data/1521168/000152116818000004/a201710kper.htm"
"PES","Pioneer Energy Services Corp.",2.54,"$198.66M",NA,"Energy","Oil & Gas Production","NYSE","1250 N.E. LOOP 410,SUITE 1000,,SAN ANTONIO TX 78209","1250 N.E. LOOP 410,SUITE 1000,,SAN ANTONIO TX 78209,2108287689","https://www.sec.gov//Archives/edgar/data/320575/000032057518000009/form10k-q42017.htm"
"PF","Pinnacle Foods, Inc.",66.31,"$7.9B",2013,"Consumer Non-Durables","Packaged Foods","NYSE","399 JEFFERSON ROAD,,PARSIPPANY NJ 07054","399 JEFFERSON ROAD,,PARSIPPANY NJ 07054,973-541-6640","https://www.sec.gov//Archives/edgar/data/1564822/000156482218000014/annualreport2017123110-k.htm"
"PFE","Pfizer, Inc.",44.5,"$260.86B",NA,"Health Care","Major Pharmaceuticals","NYSE","235 E 42ND ST,,NEW YORK NY 10017","235 E 42ND ST,,NEW YORK NY 10017,2125732323","https://www.sec.gov//Archives/edgar/data/78003/000007800318000027/pfe-12312017x10kshell.htm"
"PFGC","Performance Food Group Company",29.82,"$3.14B",2015,"Consumer Non-Durables","Food Distributors","NYSE","12500 WEST CREEK PARKWAY,,RICHMOND VA 23238","12500 WEST CREEK PARKWAY,,RICHMOND VA 23238,(804) 484-7700","https://www.sec.gov//Archives/edgar/data/1618673/000156459018021907/pfgc-10k_20180630.htm"
"PFS","Provident Financial Services, Inc",23.17,"$1.55B",2003,"Finance","Savings Institutions","NYSE","","830 BERGEN AVENUE,,JERSEY CITY NJ 07306,2013331000","https://www.sec.gov//Archives/edgar/data/1178970/000162828018002619/pfs-12312017x10k.htm"
"PFSI","PennyMac Financial Services, Inc.",19.55,"$492.32M",2013,"Finance","Finance: Consumer Services","NYSE","3043 TOWNSGATE ROAD,,WESTLAKE VILLAGE CA 91361","3043 TOWNSGATE ROAD,,WESTLAKE VILLAGE CA 91361,(818) 224-7442","https://www.sec.gov//Archives/edgar/data/1568669/000155837018001782/pfsi-20171231x10k.htm"
"PGR","Progressive Corporation (The)",70.55,"$41.14B",NA,"Finance","Property-Casualty Insurers","NYSE","6300 WILSON MILLS RD,,MAYFIELD VILLAGE OH 44143","6300 WILSON MILLS RD,,MAYFIELD VILLAGE OH 44143,4404615000","https://www.sec.gov//Archives/edgar/data/80661/000008066118000011/pgr-20171231x10k.htm"
"PGRE","Paramount Group, Inc.",14.36,"$3.45B",2014,"Consumer Services","Real Estate Investment Trusts","NYSE","1633 BROADWAY, SUITE 1801,,NEW YORK NY 10019","1633 BROADWAY, SUITE 1801,,NEW YORK NY 10019,212-237-3100","https://www.sec.gov//Archives/edgar/data/1605607/000156459018002219/pgre-10k_20171231.htm"
"PH","Parker-Hannifin Corporation",157.87,"$20.9B",NA,"Capital Goods","Metal Fabrications","NYSE","6035 PARKLAND BOULEVARD,,CLEVELAND OH 44124-4141","6035 PARKLAND BOULEVARD,,CLEVELAND OH 44124-4141,2168963000","https://www.sec.gov//Archives/edgar/data/76334/000007633418000087/ph630201810-k.htm"
"PIR","Pier 1 Imports, Inc.",1.54,"$131.23M",NA,"Consumer Services","Home Furnishings","NYSE","100 PIER 1 PLACE,,FORT WORTH TX 76102","100 PIER 1 PLACE,,FORT WORTH TX 76102,8172526000","https://www.sec.gov//Archives/edgar/data/278130/000156459018010076/pir-10k_20180303.htm"
"PIY","Merrill Lynch Depositor, Inc.",14.113,NA,NA,"Finance","Finance: Consumer Services","NYSE","4 WORLD FINANCIAL CTR,,NEW YORK NY 10080","4 WORLD FINANCIAL CTR,,NEW YORK NY 10080,2124491000","https://www.sec.gov//Archives/edgar/data/65100/000006510013000008/ml-12312012x10k.htm"
"PJC","Piper Jaffray Companies",72.37,"$1.1B",NA,"Finance","Investment Bankers/Brokers/Service","NYSE","800 NICOLLET MALL, SUITE 1000,MAIL STOP J09S02,,MINNEAPOLIS MN 55402","800 NICOLLET MALL, SUITE 1000,MAIL STOP J09S02,,MINNEAPOLIS MN 55402,(612) 303-6000","https://www.sec.gov//Archives/edgar/data/1230245/000123024518000034/pjcq4201710k.htm"
"PJH","Prudential Financial, Inc.",24.62,NA,NA,"Finance","Life Insurance","NYSE","751 BROAD ST,,NEWARK NJ 07102","751 BROAD ST,,NEWARK NJ 07102,9738026000","https://www.sec.gov//Archives/edgar/data/1137774/000113777418000063/form10-kx4q2017.htm"
"PJT","PJT Partners Inc.",45,"$1B",2015,"Finance","Investment Managers","NYSE","280 PARK AVENUE,16TH FLOOR,,NEW YORK NY 10017","280 PARK AVENUE,16TH FLOOR,,NEW YORK NY 10017,212-364-7800","https://www.sec.gov//Archives/edgar/data/1626115/000156459018003538/pjt-10k_20171231.htm"
"PK","Park Hotels & Resorts Inc.",29.43,"$5.92B",2016,"Consumer Services","Hotels/Resorts","NYSE","1775 TYSONS BLVD,7TH FLOOR,,TYSONS VA 22102","1775 TYSONS BLVD,7TH FLOOR,,TYSONS VA 22102,(571) 302-5757","https://www.sec.gov//Archives/edgar/data/1617406/000156459018004101/pk-10k_20171231.htm"
"PKD","Parker Drilling Company",2.7,"$25.16M",NA,"Energy","Oil & Gas Production","NYSE","5 GREENWAY PLAZA,SUITE 100,,HOUSTON TX 77046","5 GREENWAY PLAZA,SUITE 100,,HOUSTON TX 77046,281-406-2000","https://www.sec.gov//Archives/edgar/data/76321/000007632118000020/q4-12312017x10k.htm"
"PKE","Park Electrochemical Corporation",18.17,"$368.44M",NA,"Technology","Electrical Products","NYSE","48 SOUTH SERVICE ROAD,SUITE 300,,MELVILLE NY 11747","48 S. SERVICE ROAD,SUITE 300,,MELVILLE NY 11747,6314653600","https://www.sec.gov//Archives/edgar/data/76267/000143774918009630/pke20180225_10k.htm"
"PKG","Packaging Corporation of America",87.92,"$8.31B",2000,"Consumer Durables","Containers/Packaging","NYSE","1955 W FIELD CT,,LAKE FOREST IL 60045","1955 W FIELD CT,,LAKE FOREST IL 60045,8474823000","https://www.sec.gov//Archives/edgar/data/75677/000156459018003690/pkg-10k_20171231.htm"
"PKI","PerkinElmer, Inc.",86.18,"$9.54B",NA,"Capital Goods","Biotechnology: Laboratory Analytical Instruments","NYSE","940 WINTER STREET,,WALTHAM MA 02451","940 WINTER STREET,,WALTHAM MA 02451,781 663 5776","https://www.sec.gov//Archives/edgar/data/31791/000003179118000004/pki1231201710k.htm"
"PLD","Prologis, Inc.",63.59,"$41.24B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","PIER 1 BAY 1,,SAN FRANCISCO CA 94111","PIER 1 BAY 1,,SAN FRANCISCO CA 94111,4153949000","https://www.sec.gov//Archives/edgar/data/1045609/000156459018002228/pld-10k_20171231.htm"
"PLOW","Douglas Dynamics, Inc.",42.31,"$960.48M",2010,"Capital Goods","Construction/Ag Equipment/Trucks","NYSE","7777 NORTH 73RD ST,,MILWAUKEE WI 53233","7777 NORTH 73RD ST,,MILWAUKEE WI 53233,414-362-3940","https://www.sec.gov//Archives/edgar/data/1287213/000155837018001358/plow-20171231x10k.htm"
"PLT","Plantronics, Inc.",57.3,"$2.28B",1994,"Public Utilities","Telecommunications Equipment","NYSE","345 ENCINAL STREET,PO BOX 1802,,SANTA CRUZ CA 95061-1802","345 ENCINAL ST,,SANTA CRUZ CA 95061-1802,8314587828","https://www.sec.gov//Archives/edgar/data/914025/000091402518000021/form10kfy18.htm"
"PM","Philip Morris International Inc",88.83,"$138.09B",NA,"Consumer Non-Durables","Farming/Seeds/Milling","NYSE","120 PARK AVENUE,,NEW YORK NY 10017","120 PARK AVENUE,,NEW YORK NY 10017,(917) 663-2000","https://www.sec.gov//Archives/edgar/data/1413329/000141332918000007/pm123117form10kwrapinclfsm.htm"
"PMT","PennyMac Mortgage Investment Trust",19.03,"$1.16B",2009,"Consumer Services","Real Estate Investment Trusts","NYSE","3043 TOWNSGATE ROAD,,WESTLAKE VILLAGE CA 91361","3043 TOWNSGATE ROAD,,WESTLAKE VILLAGE CA 91361,(818) 224-7442","https://www.sec.gov//Archives/edgar/data/1464423/000156459018004038/pmt-10k_20171231.htm"
"PNC","PNC Financial Services Group, Inc. (The)",125.16,"$57.82B",NA,"Finance","Major Banks","NYSE","THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,,PITTSBURGH PA 15222-2401","THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,,PITTSBURGH PA 15222-2401,412-762-2000","https://www.sec.gov//Archives/edgar/data/713676/000071367618000032/pnc-12312017x10k.htm"
"PNR","Pentair plc.",38.41,"$6.74B",NA,"Technology","Industrial Machinery/Components","NYSE","C/O PENTAIR MANAGEMENT COMPANY,5500 WAYZATA BLVD,,GOLDEN VALLEY MN 55416","STATION ROAD, LONGSTANTON,,CAMBRIDGE X0 CB24 3DS,763-545-1730","https://www.sec.gov//Archives/edgar/data/77360/000007736018000007/a2017pnr-10k.htm"
"PNW","Pinnacle West Capital Corporation",85.15,"$9.53B",NA,"Public Utilities","Electric Utilities: Central","NYSE","400 NORTH FIFTH STREET,MS8695,,PHOENIX AZ 85004","400 NORTH FIFTH STREET,MS8695,,PHOENIX AZ 85004,602 250 1000","https://www.sec.gov//Archives/edgar/data/7286/000076462218000018/pnw2017123110-k.htm"
"POL","PolyOne Corporation",36.33,"$2.9B",NA,"Basic Industries","Major Chemicals","NYSE","POLYONE CENTER,33587 WALKER ROAD,,AVON LAKE OH 44012","POLYONE CENTER,33587 WALKER ROAD,,AVON LAKE OH 44012,440-930-1000","https://www.sec.gov//Archives/edgar/data/1122976/000112297618000007/pol-20171231x10xk.htm"
"POR","Portland General Electric Company",46.9,"$4.19B",NA,"Public Utilities","Electric Utilities: Central","NYSE","121 SW SALMON STREET,,PORTLAND OR 97204","121 SW SALMON ST,1WTC0501,,PORTLAND OR 97204,5034642473","https://www.sec.gov//Archives/edgar/data/784977/000078497718000005/a201710-k.htm"
"POST","Post Holdings, Inc.",95.78,"$6.38B",2012,"Consumer Non-Durables","Packaged Foods","NYSE","2503 S. HANLEY ROAD,,ST. LOUIS MO 63144","2503 S. HANLEY ROAD,,ST. LOUIS MO 63144,314-644-7600","https://www.sec.gov//Archives/edgar/data/1530950/000153095017000231/postfy201710-k.htm"
"PPG","PPG Industries, Inc.",101.39,"$24.54B",NA,"Basic Industries","Paints/Coatings","NYSE","ONE PPG PL 40 EAST,,PITTSBURGH PA 15272","ONE PPG PL 40 EAST,,PITTSBURGH PA 15272,4124343131","https://www.sec.gov//Archives/edgar/data/79879/000007987918000010/ppg201710k.htm"
"PPL","PPL Corporation",31.22,"$21.84B",NA,"Public Utilities","Electric Utilities: Central","NYSE","TWO N NINTH ST,,ALLENTOWN PA 18101-1179","TWO N NINTH ST,,ALLENTOWN PA 18101-1179,610-774-5151","https://www.sec.gov//Archives/edgar/data/55387/000092222418000023/ppl-1231201710k.htm"
"PRA","ProAssurance Corporation",44.21,"$2.37B",NA,"Finance","Property-Casualty Insurers","NYSE","","100 BROOKWOOD PLACE,,BIRMINGHAM AL 35209,2058774400","https://www.sec.gov//Archives/edgar/data/1127703/000170639718000004/pra-20171231x10k.htm"
"PRGO","Perrigo Company",71.89,"$9.84B",NA,"Health Care","Major Pharmaceuticals","NYSE","515 EASTERN AVENUE,,ALLEGAN MI 49010","TREASURY BUILDING,LOWER GRAND CANAL STREET,,DUBLIN L2 L2 2,269-673-8451","https://www.sec.gov//Archives/edgar/data/1585364/000158536418000015/cy17q410k.htm"
"PRI","Primerica, Inc.",114.08,"$4.92B",2010,"Finance","Life Insurance","NYSE","1 PRIMERICA PARKWAY,,DULUTH GA 30099","1 PRIMERICA PARKWAY,,DULUTH GA 30099,7703811000","https://www.sec.gov//Archives/edgar/data/1475922/000156459018003151/pri-10k_20171231.htm"
"PRLB","Proto Labs, Inc.",120.5,"$3.26B",2012,"Capital Goods","Metal Fabrications","NYSE","5540 Pioneer Creek,,Maple Plain MN 55359","5540 Pioneer Creek,,Maple Plain MN 55359,763-479-7474","https://www.sec.gov//Archives/edgar/data/1443669/000143774918003222/prlb20171231_10k.htm"
"PSA","Public Storage",199.96,"$34.84B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","701 WESTERN AVENUE,,GLENDALE CA 91201-2349","701 WESTERN AVENUE,,GLENDALE CA 91201-2349,818-244-8080","https://www.sec.gov//Archives/edgar/data/1393311/000139331118000004/psa-20171231x10k.htm"
"PSB","PS Business Parks, Inc.",124.27,"$3.4B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","701 WESTERN AVE,,GLENDALE CA 91201","701 WESTERN AVE,,GLENDALE CA 91201,(818) 244-8080","https://www.sec.gov//Archives/edgar/data/866368/000086636818000005/psb-20171231x10k.htm"
"PSTG","Pure Storage, Inc. ",22.08,"$5.21B",2015,"Technology","Electronic Components","NYSE","650 CASTRO STREET, SUITE 400,,MOUNTAIN VIEW CA 94041","650 CASTRO STREET, SUITE 400,,MOUNTAIN VIEW CA 94041,800-379-7873","https://www.sec.gov//Archives/edgar/data/1474432/000162828018003579/a10k2018.htm"
"PSX","Phillips 66",102.77,"$47.71B",NA,"Energy","Integrated oil Companies","NYSE","2331 CITYWEST BLVD.,,HOUSTON TX 77042","2331 CITYWEST BLVD.,,HOUSTON TX 77042,281-293-6600","https://www.sec.gov//Archives/edgar/data/1534701/000153470118000065/psx-20171231_10k.htm"
"PSXP","Phillips 66 Partners LP",52.01,"$6.39B",2013,"Energy","Natural Gas Distribution","NYSE","2331 CITYWEST BLVD.,,HOUSTON TX 77042","2331 CITYWEST BLVD.,,HOUSTON TX 77042,855-283-9237","https://www.sec.gov//Archives/edgar/data/1572910/000157291018000015/mlp-20171231_10xk.htm"
"PUMP","ProPetro Holding Corp.",17.03,"$1.42B",2017,"Energy","Oilfield Services/Equipment","NYSE","1706 S. MIDKIFF ROAD, BUILDING B,,MIDLAND TX 79701","1706 S. MIDKIFF ROAD, BUILDING B,,MIDLAND TX 79701,(432) 688-0012","https://www.sec.gov//Archives/edgar/data/1680247/000168024718000021/a10-k2017.htm"
"PVH","PVH Corp.",121.21,"$9.3B",NA,"Consumer Non-Durables","Apparel","NYSE","200 MADISON AVENUE,,NEW YORK NY 10016","200 MADISON AVENUE,,NEW YORK NY 10016,2123813500","https://www.sec.gov//Archives/edgar/data/78239/000007823918000007/pvh10k2017.htm"
"PWR","Quanta Services, Inc.",32.09,"$4.78B",NA,"Capital Goods","Engineering & Construction","NYSE","2800 POST OAK BLVD SUITE 2600,,HOUSTON TX 77056-6175","2800 POST OAK BLVD,SUITE 2600,,HOUSTON TX 77056-6175,713-629-7600","https://www.sec.gov//Archives/edgar/data/1050915/000105091518000003/pwr-123117x10k.htm"
"PX","Praxair, Inc.",159.85,"$45.97B",NA,"Basic Industries","Major Chemicals","NYSE","10 RIVERVIEW DRIVE,,DANBURY CT 06810","10 RIVERVIEW DRIVE,,DANBURY CT 06810,2038372000","https://www.sec.gov//Archives/edgar/data/884905/000088490518000014/px201710-k.htm"
"PXD","Pioneer Natural Resources Company",166.78,"$28.42B",NA,"Energy","Oil & Gas Production","NYSE","200 WILLIAMS SQUARE WEST,5205 N OCONNOR BLVD,,IRVING TX 75039","200 WILLIAMS SQUARE WEST,5205 N OCONNOR BLVD,,IRVING TX 75039,9724449001","https://www.sec.gov//Archives/edgar/data/1038357/000103835718000015/pxd-20171231x10k.htm"
"PZN","Pzena Investment Management Inc",9.53,"$661.86M",2007,"Finance","Investment Managers","NYSE","320 PARK AVENUE,8TH FLOOR,,NEW YORK NY 10022","320 PARK AVENUE,8TH FLOOR,,NEW YORK NY 10022,212-355-1600","https://www.sec.gov//Archives/edgar/data/1399249/000139924918000012/pzn-20171231x10k.htm"
"QEP","QEP Resources, Inc.",10.51,"$2.49B",NA,"Energy","Oil & Gas Production","NYSE","1050 17TH STREET, SUITE 800,,DENVER CO 80265","1050 17TH STREET, SUITE 800,,DENVER CO 80265,303-672-6900","https://www.sec.gov//Archives/edgar/data/1108827/000110882718000006/qep-20171231x10xk.htm"
"QES","Quintana Energy Services Inc.",6.6,"$221.96M",2018,"Energy","Oilfield Services/Equipment","NYSE","1415 LOUISIANA STREET,SUITE 2900,,HOUSTON TX 77002","1415 LOUISIANA STREET,SUITE 2900,,HOUSTON TX 77002,713-751-7585","https://www.sec.gov//Archives/edgar/data/1704235/000119312518102513/d558233d10k.htm"
"QHC","Quorum Health Corporation",4.12,"$127.27M",2016,"Health Care","Hospital/Nursing Management","NYSE","1573 MALLORY LANE,,BRENTWOOD TN 37027","1573 MALLORY LANE,,BRENTWOOD TN 37027,615-221-1400","https://www.sec.gov//Archives/edgar/data/1650445/000156459018005823/qhc-10k_20171231.htm"
"QSR","Restaurant Brands International Inc.",57.39,"$14.41B",2014,"Consumer Services","Restaurants","NYSE","226 WYECROFT ROAD,,OAKVILLE A6 L6K 3X7","226 WYECROFT ROAD,,OAKVILLE A6 L6K 3X7,(905) 845-6511","https://www.sec.gov//Archives/edgar/data/1618756/000161875618000007/qsr_20171231x10k.htm"
"QTM","Quantum Corporation",2.5,"$86.87M",NA,"Technology","Electronic Components","NYSE","224 AIRPORT PARKWAY,SUITE 550,,SAN JOSE CA 95110","224 AIRPORT PARKWAY,SUITE 550,,SAN JOSE CA 95110,408 944 4000","https://www.sec.gov//Archives/edgar/data/709283/000162828017006127/a0331201710k.htm"
